identifiant,type_de_logement,zonage_classification,facade_en_pieds,superficie_du_lot_pieds,type_de_route,acces_a_une_allee,forme_du_lot,topographie_du_terrain,services_publics_disponibles,configuration_du_lot,inclinaison_du_terrain,quartier,proximite_1ere_condition,proximite_2e_condition,type_de_batiment,style_de_maison,qualite_globale,etat_general,annee_de_construction,annee_de_renovation,style_de_toit,materiau_du_toit,revetement_exterieur_1,revetement_exterieur_2,type_de_parement_en_maconnerie,surface_de_parement_pieds,qualite_exterieure,etat_exterieur,type_de_fondation,qualite_du_sous_sol,etat_general_du_sous_sol,exposition_du_sous_sol,type_de_finition_sous_sol_1,surface_finie_sous_sol,type_de_finition_sous_sol_2,surface_finie_sous_sol_2,surface_non_finie_sous_sol,total_surface_sous_sol,type_de_chauffage,qualite_du_chauffage,climatisation_centrale,systeme_electrique,surface_du_premier_etage,surface_du_deuxieme_etage,surface_finie_basse_qualite_pieds,surface_habitable_totale,salles_de_bain_completes_sous_sol,demi_salles_de_bain_sous_sol,salles_de_bain_completes,demi_salles_de_bain,chambres_hors_sous_sol,cuisines_hors_sous_sol,qualite_de_la_cuisine,total_des_pieces_hors_sous_sol,fonctionnalite_globale,nombre_de_cheminees,qualite_de_la_cheminee,type_de_garage,annee_de_construction_du_garage,finition_interieure_du_garage,capacite_du_garage_voitures,surface_du_garage,qualite_du_garage,condition_du_garage,allee_pavee,surface_du_deck_en_bois,surface_du_porche_ouvert,porche_ferme,porche_trois_saisons,porche_screen,surface_de_la_piscine_pieds,qualite_de_la_piscine,cloture,caracteristiques_supplementaires,valeur_des_caracteristiques_supplementaires,mois_de_vente,annee_de_vente,type_de_vente,condition_de_la_vente,prix_de_vente,prix_de_vente_log,age_maison,age_renovation,age_garage,surface_totale,surface_totale_porches,total_salles_bain,presence_garage
1345,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,85,11103,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,2006,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,728,728.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,728,728,0,1456,0,0,2,1,3,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,2006.0,Aménagé,2,440,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juillet,2007,Maison neuve construite et vendue,Maison incomplète,155835,11.95655945119582,1,1,1.0,2184.0,0,2.5,1
1346,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,50,6000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,En dessous de la moyenne,1920,1950,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Moyenne,250,Non fini,0,710,960.0,Chauffage à gaz,Bon,Oui,Fusibles anciens,960,0,0,960,0,0,1,0,2,1,Médiocre,5,Typ,0,NA,Détaché de la maison,1997.0,Non aménagé,1,308,Moyen,Moyen,Pavé,0,0,168,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,108500,11.59451466851004,87,57,10.0,1920.0,168,1.0,1
1347,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,20781,Pavé,NA,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northwest Ames,Proche d'un espace vert ou parc,Normale,Maison individuelle,Un étage,Bon,Bon,1968,2003,Pente,Bardeau composite standard,Brique apparente,Panneau dur,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,297,Fini - Salle de jeux,68,1203,1568.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,2156,0,0,2156,0,0,2,0,3,1,Moyen,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1968.0,Partiellement aménagé,2,508,Bon,Moyen,Pavé,0,80,0,290,0,0,NA,NA,NA,0,Juin,2006,Acte de garantie - Conventionnel,Vente normale,262500,12.47801017053037,38,3,38.0,3724.0,370,2.0,1
1348,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,93,15306,Pavé,NA,Légèrement irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2006,2007,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,100,Bon,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,80,Non fini,0,1652,1732.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1776,0,0,1776,1,0,2,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2006.0,Aménagé,3,712,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Mai,2007,Maison neuve construite et vendue,Maison incomplète,283463,12.554840409959793,1,0,1.0,3508.0,0,3.0,1
1349,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,16196,Pavé,NA,Irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,1998,1998,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,1443,Non fini,0,39,1482.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1494,0,0,1494,1,0,2,0,3,1,Bon,5,Typ,1,Médiocre - Préfabriquée au sous-sol,Attaché à la maison,1998.0,Partiellement aménagé,2,514,Moyen,Moyen,Pavé,402,25,0,0,0,0,NA,NA,NA,0,Août,2007,Acte de garantie - Conventionnel,Vente normale,215000,12.278397958261774,9,9,9.0,2976.0,25,3.0,1
1350,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,50,5250,Pavé,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,1872,1987,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Bon,BrkTil,Moyen,Médiocre,Aucune exposition,Fini - Qualité inférieure,259,Non fini,0,425,684.0,Chauffage à eau chaude ou vapeur (autre que gaz),Médiocre,Non,Disjoncteurs,938,1215,205,2358,0,0,2,0,4,1,Moyen,8,Typ,0,NA,NA,,NA,0,0,NA,NA,Pavé,0,54,20,0,0,0,NA,NA,NA,0,Décembre,2008,Acte de garantie - Conventionnel,Vente normale,122000,11.711784520403112,136,21,0.0,2837.0,74,2.0,0
1351,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,91,11643,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'une artère principale,Normale,Duplex,Deux étages,Moyenne,Moyenne,1969,1969,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,368,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,500,Non fini,0,748,1248.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1338,1296,0,2634,1,1,2,2,6,2,Moyen,12,Typ,0,NA,Détaché de la maison,1969.0,Non aménagé,4,968,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Août,2009,Acte de garantie - Conventionnel,Vente normale,200000,12.206077645517674,40,40,40.0,3882.0,0,4.5,1
1352,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70,9247,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1962,1962,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,318,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,319,Non fini,0,539,858.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,858,858,0,1716,0,0,1,1,4,1,Moyen,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1962.0,Aménagé,2,490,Moyen,Moyen,Pavé,0,84,0,0,120,0,NA,NA,NA,0,Mars,2008,Acte de garantie - Conventionnel,Vente normale,171000,12.049424683420916,46,46,46.0,2574.0,204,1.5,1
1353,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50,6000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Excellent,1937,2000,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Bon,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,698,698.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,786,390,0,1176,0,0,1,0,2,1,Moyen,4,Typ,0,NA,Détaché de la maison,1999.0,Non aménagé,2,624,Moyen,Moyen,Gravier/Terre,210,0,0,0,0,0,NA,NA,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente normale,134900,11.812296455066814,72,9,10.0,1874.0,0,1.0,1
1354,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,56,14720,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northridge,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Très bon,Moyenne,1995,1996,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,579,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,816,Non fini,0,1217,2033.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,2053,1185,0,3238,1,0,2,1,4,1,Bon,9,Typ,1,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,1996.0,Aménagé,3,666,Moyen,Moyen,Pavé,283,86,0,0,0,0,NA,NA,NA,0,Mars,2010,Acte de garantie - Conventionnel,Vente normale,410000,12.923914877701906,15,14,14.0,5271.0,86,3.5,1
1355,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,10316,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,2000,2000,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,735,Non fini,0,257,992.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,992,873,0,1865,1,0,2,1,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,2000.0,Partiellement aménagé,3,839,Moyen,Moyen,Pavé,0,184,0,0,0,0,NA,NA,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,235000,12.367345048436391,8,8,8.0,2857.0,184,3.5,1
1356,NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,102,10192,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Niveaux divisés,Bon,Au-dessus de la moyenne,1968,1992,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,143,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,570,570.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1222,698,0,1920,0,0,3,0,4,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1968.0,Partiellement aménagé,2,487,Moyen,Moyen,Pavé,0,98,0,0,0,0,NA,Bonne intimité,NA,0,Septembre,2006,Acte de garantie - Conventionnel,Vente normale,170000,12.04355959836804,38,14,38.0,2490.0,98,3.0,1
1357,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,9477,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1966,1966,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,65,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,340,Non fini,0,524,864.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,892,0,0,892,0,0,1,0,3,1,Moyen,5,Typ,0,NA,Attaché à la maison,1966.0,Partiellement aménagé,1,264,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,Bonne qualité en bois,NA,0,Octobre,2008,Acte de garantie - Conventionnel,Vente normale,110000,11.60824473564232,42,42,42.0,1756.0,0,1.0,1
1358,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,12537,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1971,2008,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,734,Non fini,0,344,1078.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1078,0,0,1078,1,0,1,1,3,1,Moyen,6,Typ,1,Médiocre - Préfabriquée au sous-sol,Attaché à la maison,1971.0,Aménagé,2,500,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Avril,2010,Acte de garantie - Conventionnel,Vente normale,149900,11.917730355182512,39,2,39.0,2156.0,0,2.5,1
1359,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,NA,2117,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Moyenne,2000,2000,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,216,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,378,Non fini,0,378,756.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,769,804,0,1573,0,0,2,1,3,1,Bon,5,Typ,0,NA,Détaché de la maison,2000.0,Non aménagé,2,440,Moyen,Moyen,Pavé,0,32,0,0,0,0,NA,NA,NA,0,Juin,2010,Acte de garantie - Conventionnel,Vente normale,177500,12.086731521684555,10,10,10.0,2329.0,32,2.5,1
1360,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,129,16737,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Triple façade,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,2004,2005,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,66,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Fini - Excellent,1447,Non fini,0,533,1980.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1980,0,0,1980,1,0,2,0,3,1,Excellent,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2004.0,Aménagé,3,770,Moyen,Moyen,Pavé,194,45,0,0,0,0,NA,NA,NA,0,Septembre,2006,Acte de garantie - Conventionnel,Vente normale,315000,12.660331092405906,2,1,2.0,3960.0,45,3.0,1
1361,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,51,9842,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Proche d'une route secondaire,Normale,Maison individuelle,Deux étages,Moyenne,Au-dessus de la moyenne,1921,1998,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement en bois,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,0,Non fini,0,612,612.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,990,1611,0,2601,0,0,3,1,4,1,Moyen,8,Typ,0,NA,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",1998.0,Partiellement aménagé,2,621,Moyen,Moyen,Pavé,183,0,301,0,0,0,NA,NA,NA,0,Mai,2008,Acte de garantie - Conventionnel,Vente normale,189000,12.149507585033072,87,10,10.0,3213.0,301,3.5,1
1362,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,124,16158,Pavé,NA,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Stone Brook,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,2005,2005,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,16,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Fini - Moyenne,1274,Non fini,0,256,1530.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1530,0,0,1530,1,0,2,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2005.0,Aménagé,2,430,Moyen,Moyen,Pavé,168,36,0,0,0,0,NA,NA,NA,0,Juin,2009,Acte de garantie - Conventionnel,Vente normale,260000,12.468440756144114,4,4,4.0,3060.0,36,3.0,1
1363,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,NA,12513,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,North Ames,Proche d'une route secondaire,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,En dessous de la moyenne,1920,2007,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Bon,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,0,Non fini,0,715,715.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1281,457,0,1738,0,0,2,0,4,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1920.0,Non aménagé,1,368,Moyen,Moyen,Pavé,55,0,0,0,0,0,NA,NA,NA,0,Juin,2009,Acte de garantie - Conventionnel,Vente normale,104900,11.560772327227417,89,2,89.0,2453.0,0,2.0,1
1364,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,73,8499,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,2006,2007,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,616,616.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,616,796,0,1412,0,0,2,1,3,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",2007.0,Aménagé,2,432,Moyen,Moyen,Pavé,0,36,0,0,0,0,NA,NA,NA,0,Mars,2007,Maison neuve construite et vendue,Maison incomplète,156932,11.963574241653712,1,0,0.0,2028.0,36,2.5,1
1365,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,30,3180,Pavé,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (bout),Deux étages,Bon,Moyenne,2005,2005,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,600,600.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,520,600,80,1200,0,0,2,1,2,1,Bon,4,Typ,0,NA,Détaché de la maison,2005.0,Partiellement aménagé,2,480,Moyen,Moyen,Pavé,0,166,0,0,0,0,NA,NA,NA,0,Avril,2006,Acte de garantie - Conventionnel,Vente anormale,144152,11.878630514504517,1,1,1.0,1720.0,166,2.5,1
1366,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,NA,7500,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,2000,2000,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,533,Non fini,0,281,814.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,814,860,0,1674,1,0,2,1,3,1,Bon,7,Typ,0,NA,Attaché à la maison,2000.0,Partiellement aménagé,2,663,Moyen,Moyen,Pavé,0,96,0,0,0,0,NA,NA,NA,0,Janvier,2010,Acte de garantie - Conventionnel,Vente normale,216000,12.283038316285214,10,10,10.0,2488.0,96,3.5,1
1367,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,68,9179,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1999,1999,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,158,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,633,Non fini,0,240,873.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,882,908,0,1790,1,0,2,1,3,1,Bon,7,Typ,0,NA,Attaché à la maison,1999.0,Partiellement aménagé,2,588,Moyen,Moyen,Pavé,0,88,0,0,0,0,NA,NA,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente anormale,193000,12.170450649220747,9,9,9.0,2663.0,88,3.5,1
1368,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,41,2665,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Meadow Village,Normale,Normale,Maison de ville (bout),Deux étages,Moyenne,Au-dessus de la moyenne,1977,1977,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Moyenne,548,Fini - Salle de jeux,173,36,757.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,925,550,0,1475,0,0,2,0,4,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1977.0,Partiellement aménagé,1,336,Moyen,Moyen,Pavé,104,26,0,0,0,0,NA,NA,NA,0,Juillet,2006,Acte de garantie - Conventionnel,Vente normale,127000,11.751950239425476,29,29,29.0,2232.0,26,2.0,1
1369,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,NA,4435,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison de ville (bout),Un étage,Au-dessus de la moyenne,Moyenne,2003,2004,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,170,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,685,Non fini,0,163,848.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,848,0,0,848,1,0,1,0,1,1,Bon,4,Typ,0,NA,Attaché à la maison,2003.0,Aménagé,2,420,Moyen,Moyen,Pavé,140,0,0,0,0,0,NA,NA,NA,0,Juin,2009,Acte de garantie - Conventionnel,Vente normale,144000,11.87757552297847,6,5,6.0,1696.0,0,2.0,1
1370,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,48,10635,Pavé,NA,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2003,2003,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,171,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Partiellement fini,370,Fini - Excellent,972,315,1657.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1668,0,0,1668,1,0,2,0,3,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,2003.0,Aménagé,2,502,Moyen,Moyen,Pavé,0,262,0,0,0,0,NA,NA,NA,0,Mai,2010,Acte de garantie - Conventionnel,Vente normale,232000,12.354496960983983,7,7,7.0,3325.0,262,3.0,1
1371,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,90,5400,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Vieille Ville,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,Au-dessus de la moyenne,1920,1950,Pignon,Bardeau composite standard,Bloc de béton,Bloc de béton,Aucune,0,Médiocre,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Moyenne,315,Fini - Salle de jeux,105,420,840.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,840,534,0,1374,0,0,1,0,2,1,Moyen,6,Typ,0,NA,Détaché de la maison,1967.0,Aménagé,1,338,Moyen,Moyen,Pavé,0,0,198,0,0,0,NA,NA,NA,0,Octobre,2009,Acte de garantie - Conventionnel,Vente normale,105000,11.561725152903833,89,59,42.0,2214.0,198,1.0,1
