identifiant,type_de_logement,zonage_classification,facade_en_pieds,superficie_du_lot_pieds,type_de_route,acces_a_une_allee,forme_du_lot,topographie_du_terrain,services_publics_disponibles,configuration_du_lot,inclinaison_du_terrain,quartier,proximite_1ere_condition,proximite_2e_condition,type_de_batiment,style_de_maison,qualite_globale,etat_general,annee_de_construction,annee_de_renovation,style_de_toit,materiau_du_toit,revetement_exterieur_1,revetement_exterieur_2,type_de_parement_en_maconnerie,surface_de_parement_pieds,qualite_exterieure,etat_exterieur,type_de_fondation,qualite_du_sous_sol,etat_general_du_sous_sol,exposition_du_sous_sol,type_de_finition_sous_sol_1,surface_finie_sous_sol,type_de_finition_sous_sol_2,surface_finie_sous_sol_2,surface_non_finie_sous_sol,total_surface_sous_sol,type_de_chauffage,qualite_du_chauffage,climatisation_centrale,systeme_electrique,surface_du_premier_etage,surface_du_deuxieme_etage,surface_finie_basse_qualite_pieds,surface_habitable_totale,salles_de_bain_completes_sous_sol,demi_salles_de_bain_sous_sol,salles_de_bain_completes,demi_salles_de_bain,chambres_hors_sous_sol,cuisines_hors_sous_sol,qualite_de_la_cuisine,total_des_pieces_hors_sous_sol,fonctionnalite_globale,nombre_de_cheminees,qualite_de_la_cheminee,type_de_garage,annee_de_construction_du_garage,finition_interieure_du_garage,capacite_du_garage_voitures,surface_du_garage,qualite_du_garage,condition_du_garage,allee_pavee,surface_du_deck_en_bois,surface_du_porche_ouvert,porche_ferme,porche_trois_saisons,porche_screen,surface_de_la_piscine_pieds,qualite_de_la_piscine,cloture,caracteristiques_supplementaires,valeur_des_caracteristiques_supplementaires,mois_de_vente,annee_de_vente,type_de_vente,condition_de_la_vente,prix_de_vente
1072,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,78,11700,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1968,1968,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,298,Non fini,0,429,727.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,829,727,0,1556,0,0,1,1,4,1,Moyen,8,Typ,0,NA,Attaché à la maison,1968,Non aménagé,2,441,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Mai,2009,Acte de garantie - Conventionnel,Vente normale,154000
1073,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,50,7585,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Médiocre,1948,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,Médiocre,Médiocre,Exposition moyenne,Non fini,0,Non fini,0,810,810.0,Chauffage à gaz,Médiocre,Oui,Fusibles anciens,1002,454,0,1456,1,1,1,0,4,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,1954,Non aménagé,1,280,Moyen,Moyen,Pavement partiel,0,0,0,0,0,0,NA,NA,NA,0,Août,2006,Acte de garantie - Conventionnel,Vente normale,91500
1074,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,75,7950,Pavé,NA,Légèrement irrégulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Edwards,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1977,1977,Pente,Bardeau composite standard,Panneau dur,Contreplaqué,Briques en façade,140,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,535,Non fini,0,155,690.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,698,728,0,1426,0,0,1,1,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1977,Aménagé,2,440,Moyen,Moyen,Pavé,252,0,0,0,0,0,NA,Intimité minimale,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente normale,159500
1075,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,74,8556,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,2006,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Non fini,0,Non fini,0,1240,1240.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1240,0,0,1240,0,0,2,0,2,1,Bon,5,Typ,0,NA,Attaché à la maison,2006,Partiellement aménagé,3,826,Moyen,Moyen,Pavé,140,93,0,0,0,0,NA,NA,NA,0,Mai,2007,Acte de garantie - Conventionnel,Vente normale,194000
1076,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,75,13125,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Normale,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,1940,1984,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,410,Non fini,0,390,800.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,960,780,0,1740,0,0,1,1,3,1,Moyen,6,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1940,Non aménagé,1,240,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Espèces,Vente normale,219500
1077,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60,10800,Pavé,Gravier,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Très bon,1936,1989,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Médiocre,Moyen,Aucune exposition,Fini - Moyenne,626,Non fini,0,170,796.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1096,370,0,1466,0,1,2,0,3,1,Bon,7,Min1,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1950,Non aménagé,2,566,Moyen,Moyen,Pavé,436,21,0,0,0,0,NA,NA,Abri,500,Avril,2006,Acte de garantie - Conventionnel,Vente normale,170000
1078,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,15870,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1969,1969,Pignon,Bardeau composite standard,Revêtement en vinyle,Contreplaqué,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Partiellement fini,75,Fini - Salle de jeux,791,230,1096.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1096,0,0,1096,1,0,1,0,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1969,Aménagé,1,299,Moyen,Moyen,Pavé,240,32,0,0,0,0,NA,NA,NA,0,Mars,2006,Acte de garantie - Conventionnel,Vente anormale,138800
1079,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,37,4435,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison de ville (bout),Un étage,Au-dessus de la moyenne,Moyenne,2004,2004,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,169,Bon,Moyen,PConc,Bon,Moyen,Exposition moyenne,Fini - Excellent,662,Non fini,0,186,848.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,848,0,0,848,1,0,1,0,1,1,Bon,3,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2004,Partiellement aménagé,2,420,Moyen,Moyen,Pavé,140,0,0,0,0,0,NA,NA,NA,0,Mai,2006,Acte de garantie - Conventionnel,Vente normale,155900
1080,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,65,8775,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1994,1994,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,495,Non fini,0,495,990.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,990,0,0,990,0,0,1,0,3,1,Moyen,5,Typ,0,NA,Attaché à la maison,1996,Non aménagé,1,299,Moyen,Moyen,Pavé,0,64,0,0,0,0,NA,NA,NA,0,Avril,2007,Acte de garantie - Conventionnel,Vente normale,126000
1081,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,11040,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Bon,1971,2004,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,144,Bon,Bon,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,656,Non fini,0,602,1258.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1258,0,0,1258,0,1,2,0,3,1,Bon,5,Typ,0,NA,Attaché à la maison,1971,Partiellement aménagé,2,528,Moyen,Moyen,Pavé,55,0,0,216,0,0,NA,NA,NA,0,Octobre,2008,Acte de l'officier judiciaire/Etat,Vente anormale,145000
1082,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,75,7500,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Sawyer,Proche d'une route secondaire,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1963,1963,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,824,Non fini,0,216,1040.0,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,1040,0,0,1040,1,0,1,1,3,1,Moyen,5,Typ,0,NA,Attaché à la maison,1963,Aménagé,1,308,Moyen,Moyen,Pavé,0,0,220,0,0,0,NA,Intimité minimale,NA,0,Juin,2010,Acte de garantie - Conventionnel,Vente normale,133000
1083,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70,8749,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,2002,2002,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,100,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,1459,1459.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1459,0,0,1459,0,0,2,0,3,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2002,Partiellement aménagé,2,527,Moyen,Moyen,Pavé,192,39,0,0,0,0,NA,NA,NA,0,Septembre,2007,Acte de garantie - Conventionnel,Vente normale,192000
1084,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,8800,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,1964,1964,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,425,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,553,Non fini,0,698,1251.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1251,0,0,1251,1,0,1,0,3,1,Moyen,6,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1964,Partiellement aménagé,1,461,Moyen,Moyen,Pavé,0,116,0,0,0,0,NA,Intimité minimale,Abri,700,Mars,2006,Acte de garantie - Conventionnel,Vente normale,160000
1085,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,13031,Pavé,NA,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1995,1996,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Moyenne,592,Non fini,0,99,691.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,691,807,0,1498,0,0,2,1,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1995,Aménagé,2,409,Moyen,Moyen,Pavé,315,44,0,0,0,0,NA,NA,NA,0,Juillet,2006,Acte de garantie - Conventionnel,Vente normale,187500
1086,FOYER DIVISÉ,Résidentiel basse densité,73,9069,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Foyer divisé,Au-dessus de la moyenne,Au-dessus de la moyenne,1992,1992,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,747,Non fini,0,189,936.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,996,0,0,996,1,0,1,0,2,1,Bon,5,Typ,0,NA,Attaché à la maison,1992,Non aménagé,2,564,Moyen,Moyen,Pavé,120,0,0,0,0,0,NA,NA,NA,0,Avril,2010,Acte de garantie - Conventionnel,Vente normale,147000
1087,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,NA,1974,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Meadow Village,Normale,Normale,Maison de ville (bout),Deux étages,En dessous de la moyenne,Moyenne,1973,1973,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,334,Non fini,0,212,546.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,546,546,0,1092,0,0,1,1,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1973,Partiellement aménagé,1,286,Moyen,Moyen,Pavé,120,96,0,0,0,0,NA,NA,NA,0,Mai,2010,Acte de garantie - Conventionnel,Vente normale,83500
1088,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,85,10574,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,2005,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Exposition moyenne,Non fini,0,Non fini,0,1082,1082.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1082,871,0,1953,0,0,2,1,3,1,Bon,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2005,Partiellement aménagé,3,1043,Moyen,Moyen,Pavé,160,50,0,0,0,0,NA,NA,NA,0,Mai,2009,Acte de garantie - Conventionnel,Vente normale,252000
1089,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,24,2522,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison de ville (intérieur),Deux étages,Bon,Moyenne,2004,2004,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,50,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,970,970.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,970,739,0,1709,0,0,2,0,3,1,Bon,7,Maj1,0,NA,Détaché de la maison,2004,Non aménagé,2,380,Moyen,Moyen,Pavé,0,40,0,0,0,0,NA,NA,NA,0,Avril,2006,Acte de garantie - Conventionnel,Vente normale,137500
1090,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel flottant,37,3316,Pavé,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,2005,2005,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,1039,Non fini,0,208,1247.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1247,0,0,1247,1,0,1,1,1,1,Bon,4,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2005,Aménagé,2,550,Moyen,Moyen,Pavé,0,84,0,0,0,0,NA,NA,NA,0,Avril,2006,Acte de garantie - Conventionnel,Vente normale,197000
1091,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,60,8544,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Duplex,Un étage,Médiocre,En dessous de la moyenne,1950,1950,Pignon,Bardeau composite standard,Brique apparente,Brique apparente,Aucune,0,Moyen,Moyen,Slab,NA,NA,NA,NA,0,NA,0,0,0.0,Chauffage mural,Médiocre,Non,Fusibles anciens,1040,0,0,1040,0,0,2,0,2,2,Moyen,6,Typ,0,NA,Détaché de la maison,1987,Non aménagé,2,400,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juin,2009,Acte de garantie - Conventionnel,Vente normale,92900
1092,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,24,2160,Pavé,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (intérieur),Deux étages,Bon,Moyenne,1999,2000,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,212,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Partiellement fini,510,Non fini,0,90,600.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,624,628,0,1252,1,0,2,1,2,1,Bon,4,Typ,0,NA,Détaché de la maison,1999,Non aménagé,2,462,Moyen,Moyen,Pavé,0,48,0,0,0,0,NA,NA,NA,0,Mars,2008,Acte de garantie - Conventionnel,Vente normale,160000
1093,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60,8400,Pavé,NA,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Moyenne,1925,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,423,Non fini,0,758,1181.0,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,1390,304,0,1694,0,0,2,0,4,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1925,Non aménagé,2,576,Moyen,Moyen,Pavé,342,0,128,0,0,0,NA,NA,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,136500
1094,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,71,9230,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Proche d'une route secondaire,Normale,Maison individuelle,Un étage,Moyenne,Très bon,1965,1998,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,166,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Fini - Excellent,661,Non fini,0,203,864.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1200,0,0,1200,1,0,1,1,1,1,Bon,6,Typ,0,NA,Détaché de la maison,1977,Non aménagé,2,884,Moyen,Moyen,Pavé,0,64,0,0,0,0,NA,Intimité minimale,NA,0,Octobre,2006,Acte de garantie - Conventionnel,Vente normale,146000
1095,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,74,5868,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1956,2000,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,248,Fini - Salle de jeux,240,448,936.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,936,0,0,936,1,0,1,0,2,1,Moyen,4,Typ,0,NA,Attaché à la maison,1956,Aménagé,1,308,Moyen,Moyen,Pavé,0,0,80,0,160,0,NA,NA,NA,0,Mai,2010,Acte de garantie - Conventionnel,Vente normale,129000
1096,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,78,9317,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,2006,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,24,Non fini,0,1290,1314.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1314,0,0,1314,0,0,2,0,3,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2006,Partiellement aménagé,2,440,Moyen,Moyen,Pavé,0,22,0,0,0,0,NA,NA,NA,0,Mars,2007,Acte de garantie - Conventionnel,Vente normale,176432
1097,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60,6882,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Bon,1914,2006,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,684,684.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,773,582,0,1355,0,0,1,1,3,1,Bon,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Pavé,136,0,115,0,0,0,NA,NA,NA,0,Mars,2007,Acte de garantie - Conventionnel,Vente normale,127000
1098,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,3696,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Stone Brook,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,1986,1986,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Bon,Moyen,CBlock,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,1074,1074.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1088,0,0,1088,0,0,1,1,2,1,Bon,5,Typ,0,NA,Attaché à la maison,1987,Partiellement aménagé,2,461,Moyen,Moyen,Pavé,0,74,137,0,0,0,NA,NA,NA,0,Octobre,2007,Acte de garantie - Conventionnel,Vente normale,170000
1099,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50,6000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,Au-dessus de la moyenne,1936,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Partiellement fini,672,Non fini,0,0,672.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,757,567,0,1324,0,0,1,0,3,1,Moyen,6,Typ,0,NA,Détaché de la maison,1936,Non aménagé,1,240,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente normale,128000
1100,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,82,11880,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Un étage,Bon,Moyenne,1978,1978,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Briques en façade,206,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Moyenne,704,Non fini,0,567,1271.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1601,0,0,1601,0,0,2,0,3,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1978,Partiellement aménagé,2,478,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Avril,2009,Acte de l'officier judiciaire/Etat,Vente anormale,157000
1101,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,60,8400,Pavé,NA,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Normale,Normale,Maison individuelle,Un étage,Mauvais,Moyenne,1920,1950,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Médiocre,Aucune exposition,Fini - Salle de jeux,290,Non fini,0,0,290.0,Chauffage à gaz,Moyen,Non,Fusibles,438,0,0,438,0,0,1,0,1,1,Médiocre,3,Typ,0,NA,Détaché de la maison,1930,Non aménagé,1,246,Moyen,Moyen,Gravier/Terre,0,0,0,0,0,0,NA,NA,NA,0,Janvier,2009,Acte de garantie - Conventionnel,Vente normale,60000
